title,genre,platform
Etrian Odyssey IV: Legends of the Titan,roleplaying firstperson firstperson general westernstyle,3DS
Final Fantasy IX,roleplaying japanesestyle,PC
DJ Hero,action miscellaneous rhythm music music,Xbox 360
Frostpunk,action adventure survival,PC
Rise of Nations: Rise of Legends,strategy realtime fantasy general fantasy,PC
Bulletstorm,general action shooter shooter firstperson scifi scifi arcade,Xbox 360
Tony Hawk's American Sk8land,sports alternative individual skateboarding skateboarding skate  skateboard,DS
TOCA Race Driver 3,driving racing simulation general general gt  street automobile,PC
FRU,miscellaneous puzzle action,XboxOne
FTL: Faster Than Light,simulation scifi space small spaceship small spaceship combat,PC
Madden NFL 07,sports traditional football sim,PlayStation 2
Fallout: New Vegas,roleplaying action rpg firstperson firstperson westernstyle,Xbox 360
Dragon Quest V: Hand of the Heavenly Bride,roleplaying consolestyle rpg consolestyle rpg japanesestyle,DS
FIFA Soccer 09,sports traditional team soccer sim sim,PSP
Xenoblade Chronicles X,action rpg roleplaying action rpg,WiiU
Ace Combat 5: The Unsung War,simulation flight modern jet,PlayStation 2
X-Men Legends II: Rise of Apocalypse,roleplaying action rpg,Xbox
Resogun,shooter scrolling action shooter scrolling shootemup horizontal,PlayStation 4
SOMA,horror horror action adventure survival,PC
DEFCON: Everybody Dies,strategy realtime scifi scifi general,PC
Pinball FX 2: Marvel Pinball - Vengeance and Virtue,pinball action miscellaneous parlor pinball,Xbox 360
James Bond 007: Everything or Nothing,action shooter thirdperson modern,GameCube
NASCAR: Dirt to Daytona,driving racing stock car,PlayStation 2
NASCAR Thunder 2003,driving racing stock car,PlayStation 2
Puyo Pop,miscellaneous puzzle matching,GameBoyAdvance
Rayman Advance,action platformer 2d,GameBoyAdvance
Need for Speed: Shift,driving racing simulation gt  street gt  street automobile,PlayStation 3
Saints Row: The Third,action adventure modern modern openworld,Xbox 360
Gran Turismo 5,driving racing simulation gt  street gt  street automobile,PlayStation 3
Thimbleweed Park,adventure pointandclick,XboxOne
Tron 2.0,action action adventure shooter general shooter firstperson scifi scifi arcade,PC
Metro Redux,action miscellaneous shooter compilation firstperson scifi,XboxOne
The Warriors,action beatemup,PlayStation 2
Skate 2,sports alternative individual skateboarding skateboarding skate  skateboard,Xbox 360
NieR: Automata,roleplaying action rpg,PC
The Walking Dead: Episode 2 - Starved for Help,miscellaneous adventure general compilation pointandclick,PlayStation 3
X-Men Legends II: Rise of Apocalypse,roleplaying action rpg action rpg,PSP
Brothers in Arms: Earned in Blood,action shooter shooter firstperson historic historic arcade,PC
Lego Star Wars II: The Original Trilogy,action adventure scifi,GameCube
Lego Star Wars II: The Original Trilogy,action adventure scifi,GameCube
Pokemon Ultra Moon,roleplaying trainer,3DS
F1 2018,racing simulation automobile,PlayStation 4
Moonlighter,roleplaying action rpg,XboxOne
Lara Croft and the Guardian of Light,action adventure adventure general general,PlayStation 3
Darksiders II,action adventure modern fantasy fantasy openworld,PlayStation 3
Borderlands,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Indigo Prophecy,adventure thirdperson modern,Xbox
Nioh: Complete Edition,roleplaying action rpg,PC
Half-Minute Hero,roleplaying general general,PSP
ICEY,action platformer 2d,PC
Madden NFL 11,sports traditional team football sim sim,Xbox 360
Grim Fandango Remastered,adventure 3d thirdperson fantasy,PC
Mutant Mudds Deluxe,action platformer platformer 2d 2d,WiiU
Psi-Ops: The Mindgate Conspiracy,action shooter thirdperson scifi,PlayStation 2
Thimbleweed Park,adventure pointandclick,PC
The Lord of the Rings: The Battle for Middle-Earth II,strategy realtime fantasy general fantasy,PC
Assault Android Cactus,action shooter shootemup topdown,XboxOne
Tom Clancy's Splinter Cell Double Agent,action adventure modern,PlayStation 2
Def Jam: Fight for NY,action fighting wrestling,Xbox
Classic NES Series: The Legend of Zelda,roleplaying action rpg,GameBoyAdvance
Battlefield Vietnam,action shooter shooter firstperson historic historic arcade,PC
Medieval: Total War - Viking Invasion,strategy realtime historic general historic,PC
NBA 2K3,sports traditional basketball sim,GameCube
Dance Dance Revolution Konamix,miscellaneous rhythm dancing,PlayStation
Street Fighter III: 3rd Strike,action fighting 2d,Dreamcast
Fallout 4,general roleplaying westernstyle,PC
Tom Clancy's Ghost Recon 2 Summit Strike,action shooter firstperson tactical modern,Xbox
Guild Wars Nightfall,roleplaying general general massively multiplayer,PC
Lara Croft GO,strategy turnbased general,PlayStation 4
Disgaea 2: Cursed Memories,strategy turnbased fantasy,PlayStation 2
Oddworld: Abe's Oddysee - New 'n' Tasty,platformer 2d action platformer 2d,PlayStation 4
The Messenger,action platformer 2d,PC
Madden NFL 16,sports team football sim,XboxOne
Minecraft: PlayStation Vita Edition,action adventure adventure 3d sandbox firstperson fantasy fantasy,PlayStationVita
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,action miscellaneous rhythm music music,WiiU
The Binding of Isaac,action action adventure shooter horror horror shooter static shootemup topdown,PC
Enemy Territory: Quake Wars,action shooter shooter firstperson scifi scifi arcade,PC
Warhawk,action simulation shooter flight shooter thirdperson combat scifi scifi arcade,PlayStation 3
Valkyrie Profile 2: Silmeria,roleplaying consolestyle rpg,PlayStation 2
FIFA 14,ice hockey sim sports traditional team soccer sim sim,Xbox 360
New Super Mario Bros. U,action platformer platformer 2d 2d,WiiU
MLB 08: The Show,sports traditional baseball sim,PlayStation 2
The Lord of the Rings: The Return of the King,action beatemup,Xbox
Ultra Street Fighter IV,fighting 3d action fighting 2d 3d,Xbox 360
FIFA 17,sports team soccer sim,PC
Trine 2,action platformer platformer 2d 2d,PC
UFC Undisputed 2009,action sports fighting fighting individual wrestling combat wrestling,PlayStation 3
The Walking Dead: Season Two Episode 5 - No Going Back,action adventure general general pointandclick,Xbox 360
PixelJunk Monsters: Ultimate HD,strategy realtime fantasy fantasy defense,PlayStationVita
Rift,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Zero Escape: Virtue's Last Reward,adventure general general visual novel,PlayStationVita
Hitman - Episode 2: Sapienza,action adventure general,PlayStation 4
Project CARS 2,racing simulation automobile,PC
BioShock: The Collection,action miscellaneous shooter compilation firstperson arcade,PlayStation 4
Swords & Soldiers,strategy general general,Wii
The Wolf Among Us: Episode 5 - Cry Wolf,fantasy action adventure adventure general fantasy pointandclick,PC
Might & Magic: Clash of Heroes,roleplaying general general,Xbox 360
Child of Eden,action shooter shooter thirdperson rail rail fantasy,Xbox 360
Shift 2: Unleashed,driving racing simulation gt  street gt  street automobile,PC
The End Is Nigh,action platformer 2d,PC
Sid Meier's Civilization IV: Warlords,strategy turnbased historic historic 4x,PC
Hitman,modern action adventure general,PlayStation 4
SpeedRunners,action general general platformer 2d,PC
Resident Evil 4 HD,action adventure horror horror survival,Xbox 360
Full Spectrum Warrior,strategy realtime military,Xbox
Battlefield 1942: The Road to Rome,action shooter shooter firstperson historic historic arcade,PC
NCAA College Basketball 2K3,sports traditional basketball sim,Xbox
Tom Clancy's Ghost Recon,action shooter firstperson tactical modern,Xbox
NASCAR Thunder 2003,driving racing stock car,Xbox
Poseidon,strategy general management government,PC
Escape from Monkey Island,adventure thirdperson fantasy,PlayStation 2
Star Wars: Episode I Battle for Naboo,simulation scifi small spaceship,Nintendo 64
Tom Clancy's Splinter Cell: Blacklist,action adventure modern general modern,PlayStation 3
FIFA 16,sports team soccer sim,XboxOne
FIFA 18,sports team soccer sim,PlayStation 4
Vanquish,action shooter shooter thirdperson scifi scifi arcade,Xbox 360
F1 2010,driving racing simulation formula one formula one automobile,PC
Assassin's Creed Origins,action adventure openworld,PC
Shatter,action general general,PC
Vanquish,action shooter shooter thirdperson scifi scifi arcade,PlayStation 3
Tiger Woods PGA Tour 09,sports traditional individual golf sim sim,Xbox 360
Shin Megami Tensei IV: Apocalypse,roleplaying japanesestyle,3DS
Star Wars: Battlefront II,action shooter thirdperson scifi,PlayStation 2
Darwinia,strategy realtime scifi scifi general,PC
WWE SmackDown! vs. Raw 2006,action fighting wrestling,PlayStation 2
Super Meat Boy,action platformer 2d,Switch
F1 2010,driving racing simulation formula one formula one automobile,Xbox 360
Puzzle Quest: Challenge of the Warlords,miscellaneous puzzle puzzle puzzle matching matching,PSP
Yoku's Island Express,action pinball,PC
Dark Souls Remastered,roleplaying action rpg,PC
World of Goo,puzzle action,Switch
Final Fantasy X / X-2 HD Remaster,miscellaneous compilation,PlayStation 4
Ultimate General: Gettysburg,strategy realtime general military,PC
Trine 2: Complete Story,platformer 2d action platformer 2d,PlayStation 4
NHL 13,sports traditional team ice hockey sim sim,PlayStation 3
Sound Shapes,action miscellaneous rhythm music maker music maker music,PlayStation 3
Space Invaders Extreme,action shooter shooter static static shootemup vertical,PSP
Jak 3,action platformer 3d,PlayStation 2
Psi-Ops: The Mindgate Conspiracy,action shooter thirdperson scifi,Xbox
James Bond 007: Everything or Nothing,action shooter thirdperson modern,PlayStation 2
The Sims,miscellaneous virtual life,Xbox
Onimusha 2: Samurai's Destiny,action adventure fantasy,PlayStation 2
Spy Hunter,driving missionbased,PlayStation 2
Resident Evil Code: Veronica X,action adventure horror,PlayStation 2
ChuChu Rocket!,miscellaneous puzzle general,GameBoyAdvance
Ecco the Dolphin: Defender of the Future,action adventure fantasy,Dreamcast
Bulletstorm,general action shooter shooter firstperson scifi scifi arcade,PlayStation 3
Prince of Persia: Warrior Within,action adventure fantasy,PlayStation 2
Just Shapes & Beats,action rhythm music,Switch
Assassin's Creed Origins: The Curse of the Pharaohs,action adventure openworld,PlayStation 4
Borderlands 2: Mr. Torgue's Campaign of Carnage,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Final Fantasy XV,action rpg roleplaying action rpg,XboxOne
Overcooked! 2,action arcade,XboxOne
Final Fantasy XI: Treasures of Aht Urhgan,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Lumines Remastered,puzzle matching,Switch
DmC: Devil May Cry Definitive Edition,fantasy action adventure general linear,PlayStation 4
Pro Evolution Soccer 2018,sports team soccer sim,PlayStation 4
Grim Dawn,action rpg roleplaying action rpg,PC
Super Puzzle Fighter II Turbo,miscellaneous puzzle matching,PlayStation
Battlefield 1943,action shooter shooter firstperson historic historic arcade,Xbox 360
BlazBlue: Chrono Phantasma,fighting 2d action fighting 2d,PlayStation 3
Dungeons & Dragons: Chronicles of Mystara,action miscellaneous beatemup compilation compilation,PlayStation 3
Marvel Pinball,action miscellaneous parlor pinball pinball,PlayStation 3
NBA Live 2005,sports traditional basketball sim,GameCube
Resident Evil 0,action adventure horror,GameCube
Virtua Tennis,sports traditional tennis,GameBoyAdvance
Sega Sports Tennis,sports traditional tennis,PlayStation 2
MDK2,action shooter shooter thirdperson scifi scifi arcade,PC
Kid Icarus: Uprising,action adventure fantasy general fantasy,3DS
Gunpoint,miscellaneous puzzle general puzzle general,PC
Detention,adventure general,PC
Sly 3: Honor Among Thieves,action platformer 3d,PlayStation 2
Hakuoki: Kyoto Winds,adventure visual novel,PlayStationVita
NHL 2K6,sports traditional ice hockey sim,Xbox
Beyond Good & Evil,action adventure fantasy general fantasy,PC
LocoRoco,action platformer platformer 2d 2d,PSP
MLB 06: The Show,sports traditional team baseball sim sim,PSP
Anno 2070,strategy realtime scifi scifi general,PC
SMITE,roleplaying strategy realtime massively multiplayer online fantasy moba moba,PC
Donkey Kong Country Returns 3D,action general platformer platformer 2d 2d,3DS
Unreal Championship,action shooter firstperson scifi,Xbox
Halo: Combat Evolved,action shooter shooter firstperson scifi scifi arcade,PC
Ultra Street Fighter IV,fighting 3d action fighting 2d 3d,PlayStation 3
ESPN NBA 2K5,sports traditional basketball sim,PlayStation 2
Darksiders II,action adventure modern fantasy fantasy openworld,Xbox 360
FIFA 18,sports team soccer sim,XboxOne
Final Fantasy X / X-2 HD Remaster,miscellaneous compilation,PC
Battlefield 3: Back to Karkand,action shooter shooter firstperson modern tactical modern arcade,Xbox 360
N+,action platformer platformer 2d 2d,Xbox 360
Guild Wars 2: Path of Fire,roleplaying massively multiplayer,PC
Fallout 3: Point Lookout,roleplaying firstperson firstperson general westernstyle,Xbox 360
Baldur's Gate: Dark Alliance,roleplaying action rpg,Xbox
No More Heroes,action beatemup beatemup 3d,Wii
Fight Night Round 3,sports traditional boxing,Xbox
Shin Megami Tensei IV,roleplaying consolestyle rpg consolestyle rpg japanesestyle,3DS
Sonic Mania,action platformer 2d,XboxOne
Hellblade: Senua's Sacrifice,action adventure general,PC
Assassin's Creed IV: Black Flag,action adventure historic historic openworld,PlayStation 4
Silent Storm,strategy turnbased historic historic tactics,PC
Need for Speed Underground,driving racing gt  street,GameCube
FIFA Soccer 2004,sports traditional soccer sim,GameCube
